,source_test,target_text
15705,5.70379,0.99668
18785,8.78394,0.99985
544,-9.45797,8e-05
43,-9.959,5e-05
8045,-1.9566,0.12384
3468,-6.53383,0.00145
8975,-1.02655,0.26375
3393,-6.60883,0.00135
15777,5.77579,0.99691
11010,1.00855,0.73274
17867,7.86589,0.99962
18731,8.72994,0.99984
19741,9.73999,0.99994
12430,2.42862,0.91898
18187,8.18591,0.99972
17664,7.66288,0.99953
10542,0.54053,0.63194
11862,1.86059,0.86537
5878,-4.12371,0.01593
6009,-3.9927,0.01812
7218,-2.78364,0.05821
9893,-0.10851,0.4729
19330,9.32897,0.99991
13703,3.70169,0.97591
4204,-5.79779,0.00303
13425,3.42367,0.96844
13503,3.50168,0.97074
18179,8.17791,0.99972
4351,-5.65078,0.0035
2103,-7.89889,0.00037
17452,7.45087,0.99942
18156,8.15491,0.99971
10682,0.68053,0.66386
1023,-8.97895,0.00013
19937,9.936,0.99995
5955,-4.0467,0.01718
1702,-8.29991,0.00025
5574,-4.42772,0.0118
3347,-6.65483,0.00129
18958,8.95695,0.99987
14420,4.41872,0.98809
6300,-3.70169,0.02409
13759,3.75769,0.97719
1746,-8.25591,0.00026
287,-9.71499,6e-05
11727,1.72559,0.84885
3419,-6.58283,0.00138
6878,-3.12366,0.04214
16683,6.68183,0.99875
17851,7.84989,0.99961
9890,-0.11151,0.47215
8669,-1.33257,0.20874
14123,4.12171,0.98404
3098,-6.90385,0.001
15853,5.85179,0.99713
3249,-6.75284,0.00117
5983,-4.0187,0.01766
4491,-5.51078,0.00403
2641,-7.36087,0.00064
12154,2.15261,0.89591
11332,1.33057,0.79093
71,-9.931,5e-05
15658,5.65678,0.99652
4711,-5.29076,0.00501
11942,1.9406,0.87442
1359,-8.64293,0.00018
3505,-6.49682,0.00151
7217,-2.78464,0.05816
2564,-7.43787,0.00059
8653,-1.34857,0.2061
5959,-4.0427,0.01725
12096,2.0946,0.89038
11888,1.88659,0.86837
3016,-6.98585,0.00092
4667,-5.33477,0.0048
961,-9.04095,0.00012
12625,2.62363,0.93237
14480,4.47872,0.98878
7046,-2.95565,0.04947
1372,-8.62993,0.00018
7503,-2.49862,0.07595
7210,-2.79164,0.05778
5325,-4.67673,0.00922
11333,1.33157,0.7911
9326,-0.67553,0.33726
16190,6.18881,0.99795
14307,4.30572,0.98669
15580,5.57878,0.99624
18301,8.29991,0.99975
5847,-4.15471,0.01545
15596,5.59478,0.9963
227,-9.77499,6e-05
14795,4.79374,0.99179
2473,-7.52888,0.00054
9571,-0.43052,0.394
16661,6.65983,0.99872
1801,-8.20091,0.00027
11681,1.67958,0.84285
11395,1.39357,0.80116
15115,5.11376,0.99402
15364,5.36277,0.99533
15729,5.72779,0.99676
11927,1.9256,0.87276
15598,5.59678,0.9963
16979,6.97785,0.99907
10947,0.94555,0.72022
12869,2.86764,0.94622
3203,-6.79884,0.00111
18080,8.0789,0.99969
3189,-6.81284,0.0011
638,-9.36397,9e-05
1159,-8.84294,0.00014
14694,4.69273,0.99092
8707,-1.29456,0.21508
5608,-4.39372,0.0122
16077,6.0758,0.99771
5141,-4.86074,0.00769
2513,-7.48887,0.00056
16698,6.69683,0.99877
2556,-7.44587,0.00058
14194,4.19271,0.98512
12845,2.84364,0.94499
17081,7.07985,0.99916
10366,0.36452,0.59013
6208,-3.79369,0.02202
962,-9.03995,0.00012
11450,1.44857,0.80978
9539,-0.46252,0.38639
18645,8.64393,0.99982
7221,-2.78064,0.05838
10701,0.69953,0.66808
17717,7.71589,0.99955
13269,3.26766,0.9633
2202,-7.79989,0.00041
13695,3.69368,0.97572
2955,-7.04685,0.00087
16261,6.25981,0.99809
14314,4.31272,0.98678
5414,-4.58773,0.01007
11448,1.44657,0.80947
11137,1.13556,0.75686
15976,5.9748,0.99746
17093,7.09185,0.99917
3471,-6.53083,0.00146
2203,-7.79889,0.00041
278,-9.72399,6e-05
14699,4.69773,0.99097
7818,-2.18361,0.10123
15929,5.9278,0.99734
10296,0.29451,0.5731
804,-9.19796,0.0001
12813,2.81164,0.9433
6542,-3.45967,0.03048
13722,3.72069,0.97636
3046,-6.95585,0.00095
12868,2.86664,0.94617
16553,6.55183,0.99857
10879,0.87754,0.70631
18022,8.0209,0.99967
16704,6.70284,0.99877
11789,1.78759,0.85663
18663,8.66193,0.99983
12021,2.0196,0.88284
16110,6.10881,0.99778
19145,9.14396,0.99989
6028,-3.9737,0.01846
10544,0.54253,0.6324
6086,-3.9157,0.01954
14907,4.90575,0.99265
19988,9.987,0.99995
7234,-2.76764,0.0591
3454,-6.54783,0.00143
11254,1.25256,0.77774
14991,4.98975,0.99324
3378,-6.62383,0.00133
3620,-6.38182,0.00169
7400,-2.60163,0.06903
7332,-2.66963,0.06479
2056,-7.9459,0.00035
873,-9.12896,0.00011
11341,1.33957,0.79242
9164,-0.83754,0.30205
14890,4.88874,0.99253
4092,-5.9098,0.00271
10041,0.0395,0.50987
18965,8.96395,0.99987
17998,7.9969,0.99966
10037,0.0355,0.50887
15608,5.60678,0.99634
3148,-6.85384,0.00105
7811,-2.19061,0.1006
3160,-6.84184,0.00107
529,-9.47297,8e-05
14554,4.55273,0.98957
15055,5.05375,0.99366
10158,0.15651,0.53905
13296,3.29466,0.96425
240,-9.76199,6e-05
16905,6.90385,0.999
15948,5.9468,0.99739
8590,-1.41157,0.19599
4407,-5.59478,0.0037
2953,-7.04885,0.00087
17129,7.12786,0.9992
9524,-0.47752,0.38284
19165,9.16396,0.9999
12836,2.83464,0.94452
1585,-8.41692,0.00022
13755,3.75369,0.97711
5563,-4.43872,0.01167
721,-9.28096,9e-05
18012,8.0109,0.99967
11342,1.34057,0.79258
17345,7.34387,0.99935
11002,1.00055,0.73117
664,-9.33797,9e-05
7034,-2.96765,0.04891
13048,3.04665,0.95464
6349,-3.65268,0.02527
12271,2.26961,0.90633
11175,1.17356,0.76379
4904,-5.09775,0.00607
12226,2.22461,0.90244
10550,0.54853,0.63379
4385,-5.61678,0.00362
2002,-7.9999,0.00034
796,-9.20596,0.0001
3711,-6.29081,0.00185
7282,-2.71964,0.06182
7476,-2.52563,0.07408
3234,-6.76784,0.00115
4072,-5.9298,0.00265
5535,-4.46672,0.01135
8631,-1.37057,0.20253
10620,0.61853,0.64988
7243,-2.75864,0.0596
10477,0.47552,0.61669
9599,-0.40252,0.40071
6305,-3.69668,0.02421
2526,-7.47587,0.00057
11402,1.40057,0.80227
16753,6.75184,0.99883
19918,9.917,0.99995
17662,7.66088,0.99953
14003,4.0017,0.98204
798,-9.20396,0.0001
12856,2.85464,0.94556
9736,-0.26551,0.43401
11832,1.83059,0.86183
584,-9.41797,8e-05
13527,3.52568,0.97141
2871,-7.13086,0.0008
16929,6.92785,0.99902
10484,0.48252,0.61834
15006,5.00475,0.99334
820,-9.18196,0.0001
7323,-2.67863,0.06425
336,-9.66598,6e-05
6920,-3.08165,0.04387
3338,-6.66383,0.00127
14470,4.46872,0.98867
1557,-8.44492,0.00021
19395,9.39397,0.99992
202,-9.79999,6e-05
15498,5.49677,0.99592
8375,-1.62658,0.1643
19481,9.47997,0.99992
18514,8.51293,0.9998
3538,-6.46382,0.00156
5135,-4.86674,0.00764
1499,-8.50293,0.0002
18781,8.77994,0.99985
4724,-5.27776,0.00508
12117,2.11561,0.89241
13633,3.63168,0.97421
1077,-8.92495,0.00013
9481,-0.52053,0.37273
10506,0.50453,0.62352
15019,5.01775,0.99342
4824,-5.17776,0.00561
8632,-1.36957,0.20269
7256,-2.74564,0.06033
14293,4.29171,0.9865
2522,-7.47987,0.00056
19002,9.00095,0.99988
307,-9.69498,6e-05
16175,6.17381,0.99792
8756,-1.24556,0.22347
17111,7.10986,0.99918
18088,8.0869,0.99969
8967,-1.03455,0.2622
676,-9.32597,9e-05
5294,-4.70774,0.00894
5514,-4.48772,0.01112
16392,6.39082,0.99833
4674,-5.32777,0.00483
12622,2.62063,0.93218
14655,4.65373,0.99056
4635,-5.36677,0.00465
4597,-5.40477,0.00447
5322,-4.67973,0.0092
12917,2.91565,0.94861
6494,-3.50768,0.02909
5078,-4.92375,0.00722
13209,3.20766,0.96112
10175,0.17351,0.54327
18470,8.46892,0.99979
15112,5.11076,0.994
5233,-4.76874,0.00842
17830,7.82889,0.9996
3451,-6.55083,0.00143
1175,-8.82694,0.00015
7232,-2.76964,0.05899
4618,-5.38377,0.00457
17657,7.65588,0.99953
102,-9.89999,5e-05
8007,-1.9946,0.11977
16406,6.40482,0.99835
6538,-3.46367,0.03036
3964,-6.0378,0.00238
17304,7.30287,0.99933
4457,-5.54478,0.00389
7853,-2.14861,0.10446
17198,7.19686,0.99925
8165,-1.83659,0.13745
13064,3.06265,0.95533
17732,7.73089,0.99956
3521,-6.48082,0.00153
17450,7.44887,0.99942
6062,-3.9397,0.01908
15681,5.67978,0.9966
18251,8.24991,0.99974
8196,-1.80559,0.14117
6376,-3.62568,0.02594
6445,-3.55668,0.02774
13074,3.07265,0.95575
1146,-8.85594,0.00014
16152,6.15081,0.99787
5801,-4.20071,0.01476
10487,0.48552,0.61905
14117,4.11571,0.98395
10025,0.0235,0.50588
6455,-3.54668,0.02801
9883,-0.11851,0.47041
13875,3.87369,0.97964
19628,9.62698,0.99993
11378,1.37657,0.79844
8530,-1.47157,0.1867
16195,6.19381,0.99796
1207,-8.79494,0.00015
10668,0.66653,0.66073
18970,8.96895,0.99987
19400,9.39897,0.99992
8463,-1.53858,0.17674
10419,0.41752,0.60289
17539,7.53788,0.99947
14102,4.10071,0.98371
16819,6.81784,0.99891
10688,0.68653,0.6652
16573,6.57183,0.9986
13665,3.66368,0.975
8852,-1.14956,0.24057
890,-9.11196,0.00011
566,-9.43597,8e-05
19028,9.02695,0.99988
9247,-0.75454,0.31983
18516,8.51493,0.9998
2728,-7.27386,0.00069
13896,3.89469,0.98006
811,-9.19096,0.0001
19747,9.74599,0.99994
3467,-6.53483,0.00145
7916,-2.0856,0.1105
4032,-5.9698,0.00255
16640,6.63883,0.99869
8898,-1.10356,0.24907
13731,3.72969,0.97656
1273,-8.72894,0.00016
2366,-7.63588,0.00048
16506,6.50483,0.99851
27,-9.975,5e-05
248,-9.75399,6e-05
18254,8.25291,0.99974
15031,5.02975,0.9935
4352,-5.64978,0.00351
15977,5.9758,0.99747
5348,-4.65373,0.00944
19836,9.83499,0.99995
17190,7.18886,0.99925
16389,6.38782,0.99832
9106,-0.89554,0.28997
16977,6.97585,0.99907
9617,-0.38452,0.40504
16132,6.13081,0.99783
4081,-5.9208,0.00268
3103,-6.89884,0.00101
3843,-6.15881,0.00211
651,-9.35097,9e-05
1650,-8.35192,0.00024
19570,9.56898,0.99993
9147,-0.85454,0.29848
13946,3.9447,0.98101
17511,7.50988,0.99945
6399,-3.60268,0.02653
14058,4.0567,0.98299
8207,-1.79459,0.14251
1198,-8.80394,0.00015
88,-9.914,5e-05
17429,7.42787,0.99941
5972,-4.0297,0.01747
12748,2.74664,0.93972
16761,6.75984,0.99884
77,-9.925,5e-05
19472,9.47097,0.99992
17968,7.9669,0.99965
3482,-6.51983,0.00147
6626,-3.37567,0.03306
1441,-8.56093,0.00019
1522,-8.47992,0.00021
5412,-4.58973,0.01005
479,-9.52298,7e-05
3554,-6.44782,0.00158
15260,5.25876,0.99483
18552,8.55093,0.99981
5987,-4.0147,0.01773
7044,-2.95765,0.04938
6544,-3.45767,0.03054
19505,9.50398,0.99993
6802,-3.19966,0.03918
11251,1.24956,0.77722
18319,8.31792,0.99976
9727,-0.27451,0.4318
253,-9.74899,6e-05
12263,2.26161,0.90565
13651,3.64968,0.97466
4684,-5.31777,0.00488
5817,-4.18471,0.015
18591,8.58993,0.99981
4906,-5.09575,0.00609
6811,-3.19066,0.03952
18847,8.84594,0.99986
4006,-5.9958,0.00248
6549,-3.45267,0.03069
19531,9.52998,0.99993
14671,4.66973,0.99071
11850,1.84859,0.86396
644,-9.35797,9e-05
14505,4.50373,0.98905
9782,-0.21951,0.44534
15410,5.40877,0.99554
3271,-6.73084,0.00119
10144,0.14251,0.53557
10047,0.0455,0.51137
11717,1.71559,0.84756
2555,-7.44687,0.00058
6554,-3.44767,0.03084
8573,-1.42857,0.19332
12738,2.73664,0.93915
914,-9.08795,0.00011
3351,-6.65083,0.00129
10727,0.72554,0.67382
8865,-1.13656,0.24295
8554,-1.44757,0.19038
1855,-8.14691,0.00029
7699,-2.30262,0.09091
1494,-8.50793,0.0002
3672,-6.32982,0.00178
4994,-5.00775,0.00664
14061,4.0597,0.98304
10030,0.0285,0.50712
12123,2.12161,0.89299
1610,-8.39192,0.00023
6963,-3.03865,0.04571
17976,7.9749,0.99966
10496,0.49452,0.62117
1075,-8.92695,0.00013
15489,5.48777,0.99588
13298,3.29666,0.96431
8688,-1.31357,0.21189
6142,-3.85969,0.02064
752,-9.24996,0.0001
283,-9.71899,6e-05
10957,0.95555,0.72223
18042,8.0409,0.99968
1216,-8.78594,0.00015
17262,7.26086,0.9993
14592,4.59073,0.98996
17386,7.38487,0.99938
14674,4.67273,0.99074
19043,9.04195,0.99988
1487,-8.51493,0.0002
7794,-2.20761,0.09907
19919,9.918,0.99995
8846,-1.15556,0.23948
4365,-5.63678,0.00355
8594,-1.40757,0.19662
7295,-2.70664,0.06258
8379,-1.62258,0.16485
2395,-7.60688,0.0005
5185,-4.81674,0.00803
9252,-0.74954,0.32092
3961,-6.0408,0.00237
18933,8.93195,0.99987
18192,8.19091,0.99972
10187,0.18551,0.54624
6889,-3.11266,0.04259
8577,-1.42457,0.19395
12305,2.30362,0.90918
11396,1.39457,0.80132
18720,8.71894,0.99984
7828,-2.17361,0.10215
5211,-4.79074,0.00824
14156,4.15471,0.98455
2944,-7.05785,0.00086
7192,-2.80964,0.05681
14670,4.66873,0.9907
7477,-2.52463,0.07415
14415,4.41372,0.98803
5963,-4.0387,0.01732
16729,6.72784,0.9988
1231,-8.77094,0.00016
18003,8.0019,0.99967
5553,-4.44872,0.01156
9482,-0.51953,0.37296
8320,-1.68158,0.15689
5851,-4.15071,0.01551
14629,4.62773,0.99032
15203,5.20176,0.99452
18385,8.38392,0.99977
18056,8.0549,0.99968
15765,5.76379,0.99687
14098,4.0967,0.98364
4411,-5.59078,0.00372
5854,-4.14771,0.01555
9774,-0.22751,0.44337
6636,-3.36567,0.03339
10816,0.81454,0.69308
5667,-4.33472,0.01294
2771,-7.23086,0.00072
16702,6.70084,0.99877
15569,5.56778,0.9962
11151,1.14956,0.75943
19516,9.51498,0.99993
15695,5.69378,0.99664
3655,-6.34682,0.00175
17958,7.9569,0.99965
7288,-2.71364,0.06217
8033,-1.9686,0.12254
17794,7.79289,0.99959
19972,9.971,0.99995
3732,-6.26981,0.00189
10712,0.71054,0.67052
7587,-2.41462,0.08206
14988,4.98675,0.99322
8503,-1.49857,0.18264
9393,-0.60853,0.35239
7790,-2.21161,0.09871
4598,-5.40377,0.00448
7208,-2.79364,0.05767
16636,6.63483,0.99869
8739,-1.26256,0.22053
12230,2.22861,0.90279
6575,-3.42667,0.03147
8115,-1.88659,0.13163
14031,4.0297,0.98253
12624,2.62263,0.9323
12111,2.10961,0.89183
17624,7.62288,0.99951
8203,-1.79859,0.14202
1839,-8.16291,0.00028
9915,-0.0865,0.47839
10854,0.85254,0.7011
14459,4.45772,0.98854
12794,2.79264,0.94228
12882,2.88064,0.94688
3857,-6.14481,0.00214
18601,8.59993,0.99982
14096,4.0947,0.98361
2245,-7.75689,0.00043
10161,0.15951,0.53979
16401,6.39982,0.99834
18877,8.87594,0.99986
8977,-1.02455,0.26414
2009,-7.9929,0.00034
18158,8.15691,0.99971
11679,1.67758,0.84258
1205,-8.79694,0.00015
18367,8.36592,0.99977
12899,2.89764,0.94773
16150,6.14881,0.99787
1184,-8.81794,0.00015
2444,-7.55788,0.00052
14700,4.69873,0.99098
15295,5.29376,0.995
12138,2.13661,0.89441
2255,-7.74689,0.00043
14925,4.92375,0.99278
11119,1.11756,0.75354
14476,4.47472,0.98873
9531,-0.47052,0.38449
18264,8.26291,0.99974
1532,-8.46992,0.00021
14027,4.0257,0.98246
1558,-8.44392,0.00022
12977,2.97565,0.95146
11582,1.58058,0.82929
6732,-3.26966,0.03663
11690,1.68858,0.84404
1138,-8.86394,0.00014
136,-9.86599,5e-05
2482,-7.51988,0.00054
12436,2.43462,0.91943
7124,-2.87764,0.05327
13235,3.23366,0.96208
10557,0.55553,0.63542
1096,-8.90595,0.00014
9457,-0.54453,0.36714
16017,6.0158,0.99757
17669,7.66788,0.99953
8105,-1.89659,0.13049
7427,-2.57463,0.07079
17880,7.87889,0.99962
589,-9.41297,8e-05
2363,-7.63888,0.00048
8703,-1.29856,0.21441
2788,-7.21386,0.00074
17346,7.34487,0.99935
7453,-2.54863,0.07252
12904,2.90265,0.94798
12601,2.59963,0.93084
11466,1.46457,0.81223
2635,-7.36687,0.00063
3800,-6.20181,0.00202
19725,9.72399,0.99994
8805,-1.19656,0.23209
1145,-8.85694,0.00014
19602,9.60098,0.99993
13409,3.40767,0.96794
15703,5.70179,0.99667
7016,-2.98565,0.04808
11033,1.03155,0.73722
1819,-8.18291,0.00028
13627,3.62568,0.97406
11123,1.12156,0.75428
14503,4.50173,0.98903
11729,1.72759,0.8491
16820,6.81884,0.99891
6457,-3.54468,0.02807
103,-9.89899,5e-05
6137,-3.86469,0.02054
13423,3.42167,0.96837
2266,-7.73589,0.00044
18622,8.62093,0.99982
16230,6.22881,0.99803
11193,1.19156,0.76702
13969,3.9677,0.98143
18585,8.58393,0.99981
15142,5.14076,0.99418
14697,4.69573,0.99095
4045,-5.9568,0.00258
19568,9.56698,0.99993
5701,-4.30072,0.01338
12041,2.0396,0.88489
2410,-7.59188,0.0005
15012,5.01075,0.99338
8386,-1.61558,0.16582
12591,2.58963,0.93019
9452,-0.54953,0.36597
15947,5.9458,0.99739
9303,-0.69853,0.33214
13490,3.48867,0.97036
7148,-2.85364,0.05449
13956,3.9547,0.9812
18713,8.71194,0.99984
13317,3.31567,0.96496
3878,-6.12381,0.00219
12139,2.13761,0.8945
19399,9.39797,0.99992
8061,-1.9406,0.12558
11385,1.38357,0.79956
18397,8.39592,0.99977
4002,-5.9998,0.00247
11315,1.31357,0.78811
5190,-4.81174,0.00807
17065,7.06385,0.99915
8294,-1.70759,0.15348
11796,1.79459,0.85749
11064,1.06255,0.74318
14981,4.97975,0.99317
18089,8.0879,0.99969
889,-9.11296,0.00011
9380,-0.62153,0.34943
11534,1.53258,0.82238
15693,5.69178,0.99664
7362,-2.63963,0.06663
19498,9.49697,0.99992
4608,-5.39377,0.00452
16746,6.74484,0.99882
12350,2.34862,0.91282
12076,2.0746,0.88841
9392,-0.60953,0.35217
14284,4.28271,0.98638
7607,-2.39462,0.08358
19015,9.01395,0.99988
11413,1.41157,0.80401
8647,-1.35457,0.20512
8001,-2.0006,0.11914
13089,3.08765,0.95638
9130,-0.87154,0.29493
1880,-8.12191,0.0003
4203,-5.79879,0.00302
1298,-8.70394,0.00017
11806,1.80459,0.85871
19414,9.41297,0.99992
6883,-3.11866,0.04234
2185,-7.81689,0.0004
17480,7.47887,0.99944
4766,-5.23576,0.00529
14095,4.0937,0.9836
611,-9.39097,8e-05
17629,7.62788,0.99951
13128,3.12666,0.95798
18639,8.63793,0.99982
18112,8.11091,0.9997
812,-9.18996,0.0001
14248,4.24671,0.98589
4923,-5.07875,0.00619
18494,8.49292,0.9998
10552,0.55053,0.63426
7936,-2.0656,0.11249
10940,0.93855,0.71881
11706,1.70459,0.84613
6754,-3.24766,0.03741
8893,-1.10856,0.24814
10098,0.0965,0.52411
13421,3.41967,0.96831
11435,1.43357,0.80746
10770,0.76854,0.6832
9554,-0.44752,0.38995
8172,-1.82959,0.13829
8003,-1.9986,0.11935
2905,-7.09685,0.00083
2157,-7.84489,0.00039
15716,5.71479,0.99671
9647,-0.35452,0.41229
19234,9.23296,0.9999
6511,-3.49067,0.02958
11470,1.46857,0.81284
7394,-2.60763,0.06865
13184,3.18266,0.96018
4834,-5.16776,0.00567
9771,-0.23051,0.44263
17105,7.10386,0.99918
13568,3.56668,0.97253
6874,-3.12766,0.04198
12327,2.32562,0.91098
19026,9.02495,0.99988
8245,-1.75659,0.14722
18434,8.43292,0.99978
8948,-1.05355,0.25854
5071,-4.93075,0.00717
6697,-3.30467,0.03541
17789,7.78789,0.99959
13871,3.86969,0.97956
16291,6.28981,0.99815
18109,8.10791,0.9997
18583,8.58193,0.99981
5506,-4.49572,0.01103
13183,3.18166,0.96014
9455,-0.54653,0.36667
4655,-5.34677,0.00474
19401,9.39997,0.99992
17062,7.06085,0.99914
14595,4.59373,0.98999
18579,8.57793,0.99981
14750,4.74874,0.99141
1877,-8.12491,0.0003
10975,0.97355,0.72583
15233,5.23176,0.99468
486,-9.51598,7e-05
2702,-7.29986,0.00068
8630,-1.37157,0.20237
16476,6.47482,0.99846
18107,8.10591,0.9997
14600,4.59873,0.99004
18848,8.84694,0.99986
1785,-8.21691,0.00027
13088,3.08665,0.95634
12145,2.14361,0.89507
17707,7.70589,0.99955
2010,-7.9919,0.00034
15371,5.36977,0.99537
4096,-5.9058,0.00272
15110,5.10876,0.99399
6523,-3.47867,0.02993
7734,-2.26761,0.09384
1808,-8.19391,0.00028
14195,4.19371,0.98513
18458,8.45692,0.99979
18686,8.68493,0.99983
163,-9.83899,5e-05
863,-9.13896,0.00011
5028,-4.97375,0.00687
16931,6.92985,0.99902
3532,-6.46982,0.00155
12961,2.95965,0.95072
10797,0.79554,0.68902
14060,4.0587,0.98302
11622,1.62058,0.83488
16857,6.85584,0.99895
16352,6.35082,0.99826
17602,7.60088,0.9995
7815,-2.18661,0.10096
7930,-2.0716,0.11189
14652,4.65073,0.99054
15685,5.68378,0.99661
15637,5.63578,0.99644
17311,7.30987,0.99933
14181,4.17971,0.98493
8796,-1.20556,0.23049
1440,-8.56193,0.00019
10347,0.34552,0.58553
3358,-6.64383,0.0013
17481,7.47987,0.99944
187,-9.81499,5e-05
10824,0.82254,0.69478
8685,-1.31657,0.21139
16816,6.81484,0.9989
3275,-6.72684,0.0012
19693,9.69198,0.99994
14229,4.22771,0.98562
12542,2.54063,0.92694
16656,6.65483,0.99871
2149,-7.85289,0.00039
5204,-4.79774,0.00818
8961,-1.04055,0.26104
8071,-1.9306,0.12668
19828,9.82699,0.99995
13444,3.44267,0.96901
14137,4.13571,0.98426
19317,9.31597,0.99991
19154,9.15296,0.99989
15131,5.12976,0.99412
17204,7.20286,0.99926
16231,6.22981,0.99803
9992,-0.0095,0.49762
8459,-1.54258,0.17616
10831,0.82954,0.69626
7483,-2.51863,0.07456
11563,1.56158,0.82658
17028,7.02685,0.99911
18320,8.31892,0.99976
17681,7.67988,0.99954
3340,-6.66183,0.00128
18694,8.69293,0.99983
579,-9.42297,8e-05
17163,7.16186,0.99922
10154,0.15251,0.53805
16183,6.18181,0.99794
16123,6.12181,0.99781
1957,-8.0449,0.00032
13103,3.10166,0.95696
14716,4.71474,0.99112
9997,-0.0045,0.49887
12934,2.93265,0.94944
1516,-8.48592,0.00021
14056,4.0547,0.98295
8850,-1.15156,0.2402
12988,2.98665,0.95197
19253,9.25196,0.9999
6027,-3.9747,0.01844
5275,-4.72674,0.00878
12854,2.85264,0.94546
7258,-2.74364,0.06045
19835,9.83399,0.99995
17993,7.9919,0.99966
14301,4.29971,0.98661
6082,-3.9197,0.01946
3476,-6.52583,0.00146
901,-9.10096,0.00011
15221,5.21976,0.99462
10573,0.57153,0.63912
15638,5.63678,0.99645
439,-9.56298,7e-05
19175,9.17396,0.9999
7134,-2.86764,0.05378
16302,6.30082,0.99817
7558,-2.44362,0.07991
18180,8.17891,0.99972
3923,-6.0788,0.00229
2506,-7.49587,0.00056
4832,-5.16976,0.00565
4261,-5.74079,0.0032
4790,-5.21176,0.00542
4278,-5.72379,0.00326
13191,3.18966,0.96044
5627,-4.37472,0.01244
5534,-4.46772,0.01134
19806,9.80499,0.99994
3664,-6.33782,0.00177
8100,-1.9016,0.12993
2459,-7.54288,0.00053
17570,7.56888,0.99948
11908,1.9066,0.87064
16613,6.61183,0.99866
3288,-6.71384,0.00121
5182,-4.81974,0.008
8931,-1.07055,0.2553
6705,-3.29666,0.03569
18531,8.52993,0.9998
14073,4.0717,0.98324
17700,7.69888,0.99955
4085,-5.9168,0.00269
6658,-3.34367,0.0341
14418,4.41672,0.98807
18373,8.37192,0.99977
10508,0.50653,0.62399
3519,-6.48282,0.00153
19418,9.41697,0.99992
7812,-2.18961,0.10069
289,-9.71299,6e-05
1088,-8.91395,0.00013
14995,4.99375,0.99327
11992,1.9906,0.87981
10745,0.74354,0.67777
10344,0.34252,0.5848
19244,9.24296,0.9999
16835,6.83384,0.99892
5641,-4.36072,0.01261
18883,8.88194,0.99986
2611,-7.39087,0.00062
2008,-7.9939,0.00034
5659,-4.34272,0.01283
1864,-8.13791,0.00029
11418,1.41657,0.8048
10564,0.56253,0.63704
7656,-2.34562,0.08741
11231,1.22956,0.77374
2617,-7.38487,0.00062
846,-9.15596,0.00011
960,-9.04195,0.00012
14876,4.87474,0.99242
17893,7.89189,0.99963
9423,-0.57853,0.35927
4023,-5.9788,0.00253
4918,-5.08375,0.00616
3509,-6.49282,0.00151
13599,3.59768,0.97334
9658,-0.34352,0.41496
11757,1.75559,0.85266
16959,6.95785,0.99905
17493,7.49187,0.99944
15002,5.00075,0.99331
11406,1.40457,0.80291
4155,-5.84679,0.00288
10742,0.74054,0.67711
6730,-3.27166,0.03656
18233,8.23191,0.99973
3854,-6.14781,0.00213
16318,6.31682,0.9982
11017,1.01555,0.73411
5584,-4.41772,0.01192
6774,-3.22766,0.03814
11648,1.64658,0.83843
13499,3.49767,0.97062
7167,-2.83464,0.05548
17300,7.29886,0.99932
11821,1.81959,0.86052
5074,-4.92775,0.00719
2621,-7.38087,0.00062
13625,3.62368,0.97401
12228,2.22661,0.90261
11124,1.12256,0.75446
18111,8.10991,0.9997
14126,4.12471,0.98409
10048,0.0465,0.51162
8347,-1.65458,0.16049
14751,4.74974,0.99142
4444,-5.55778,0.00384
431,-9.57098,7e-05
13918,3.9167,0.98048
5158,-4.84374,0.00782
7177,-2.82464,0.05601
8563,-1.43857,0.19177
17529,7.52788,0.99946
15599,5.59778,0.99631
19890,9.88899,0.99995
16892,6.89084,0.99898
15278,5.27676,0.99492
4288,-5.71379,0.00329
10968,0.96655,0.72443
9619,-0.38252,0.40552
12782,2.78064,0.94162
12562,2.56063,0.92828
300,-9.70199,6e-05
18946,8.94495,0.99987
15150,5.14876,0.99423
19495,9.49397,0.99992
10648,0.64653,0.65623
3762,-6.23981,0.00195
13900,3.89869,0.98013
3108,-6.89384,0.00101
2917,-7.08485,0.00084
12026,2.0246,0.88336
18016,8.0149,0.99967
4620,-5.38177,0.00458
2916,-7.08585,0.00084
19232,9.23096,0.9999
16424,6.42282,0.99838
8023,-1.9786,0.12147
286,-9.71599,6e-05
4604,-5.39777,0.00451
2875,-7.12686,0.0008
7399,-2.60263,0.06897
8589,-1.41257,0.19583
7872,-2.12961,0.10625
9365,-0.63653,0.34603
8419,-1.58258,0.17043
15544,5.54278,0.9961
10778,0.77654,0.68493
9722,-0.27951,0.43057
10147,0.14551,0.53631
8090,-1.9116,0.1288
18126,8.12491,0.9997
14097,4.0957,0.98363
18811,8.80994,0.99985
13491,3.48967,0.97039
11472,1.47057,0.81314
9586,-0.41552,0.39759
13068,3.06665,0.9555
7905,-2.0966,0.10943
734,-9.26796,9e-05
16622,6.62083,0.99867
13803,3.80169,0.97815
14658,4.65673,0.99059
8529,-1.47257,0.18655
3701,-6.30082,0.00183
797,-9.20496,0.0001
18284,8.28291,0.99975
2490,-7.51188,0.00055
12682,2.68063,0.93587
3820,-6.18181,0.00206
1473,-8.52893,0.0002
