source_text,target_text
027100000006000600020008:027100000003008602|0272000000220063d8989e3f19cbbe125485a5909207cb2dbd4c66acbdcecd851a98bf789e8fa655:02720000000300e301|027300000006000600000019:027300000006000600000019|027400000006000300000001:0274000000050003020019|027500000006000200000001:02750000000400020100|027600000006000500000000:027600000003008502|027700000006000600040030:027700000003008602|027800000006000600000025,027800000006000600000025
0272000000220063d8989e3f19cbbe125485a5909207cb2dbd4c66acbdcecd851a98bf789e8fa655:02720000000300e301|027300000006000600000019:027300000006000600000019|027400000006000300000001:0274000000050003020019|027500000006000200000001:02750000000400020100|027600000006000500000000:027600000003008502|027700000006000600040030:027700000003008602|027800000006000600000025:027800000006000600000025|02790000002200bee3ebdde55f38d368cc778ba56e4d6548c83020fb37effa5ee27781f934e34c36,02790000000300be01
027300000006000600000019:027300000006000600000019|027400000006000300000001:0274000000050003020019|027500000006000200000001:02750000000400020100|027600000006000500000000:027600000003008502|027700000006000600040030:027700000003008602|027800000006000600000025:027800000006000600000025|02790000002200bee3ebdde55f38d368cc778ba56e4d6548c83020fb37effa5ee27781f934e34c36:02790000000300be01|027a00000006000300000001,027a000000050003020025
027400000006000300000001:0274000000050003020019|027500000006000200000001:02750000000400020100|027600000006000500000000:027600000003008502|027700000006000600040030:027700000003008602|027800000006000600000025:027800000006000600000025|02790000002200bee3ebdde55f38d368cc778ba56e4d6548c83020fb37effa5ee27781f934e34c36:02790000000300be01|027a00000006000300000001:027a000000050003020025|027b00000006000200000001,027b0000000400020101
027500000006000200000001:02750000000400020100|027600000006000500000000:027600000003008502|027700000006000600040030:027700000003008602|027800000006000600000025:027800000006000600000025|02790000002200bee3ebdde55f38d368cc778ba56e4d6548c83020fb37effa5ee27781f934e34c36:02790000000300be01|027a00000006000300000001:027a000000050003020025|027b00000006000200000001:027b0000000400020101|027c0000000600050000ff00,027c00000003008502
027600000006000500000000:027600000003008502|027700000006000600040030:027700000003008602|027800000006000600000025:027800000006000600000025|02790000002200bee3ebdde55f38d368cc778ba56e4d6548c83020fb37effa5ee27781f934e34c36:02790000000300be01|027a00000006000300000001:027a000000050003020025|027b00000006000200000001:027b0000000400020101|027c0000000600050000ff00:027c00000003008502|027d0000001a0066189689b24522cd1185426c9cc7f2f9e3a82edbde68e937a9,027d0000000300e601
027700000006000600040030:027700000003008602|027800000006000600000025:027800000006000600000025|02790000002200bee3ebdde55f38d368cc778ba56e4d6548c83020fb37effa5ee27781f934e34c36:02790000000300be01|027a00000006000300000001:027a000000050003020025|027b00000006000200000001:027b0000000400020101|027c0000000600050000ff00:027c00000003008502|027d0000001a0066189689b24522cd1185426c9cc7f2f9e3a82edbde68e937a9:027d0000000300e601|027e00000006000300080001,027e00000003008302
027800000006000600000025:027800000006000600000025|02790000002200bee3ebdde55f38d368cc778ba56e4d6548c83020fb37effa5ee27781f934e34c36:02790000000300be01|027a00000006000300000001:027a000000050003020025|027b00000006000200000001:027b0000000400020101|027c0000000600050000ff00:027c00000003008502|027d0000001a0066189689b24522cd1185426c9cc7f2f9e3a82edbde68e937a9:027d0000000300e601|027e00000006000300080001:027e00000003008302|027f00000006000500000000,027f00000003008502
02790000002200bee3ebdde55f38d368cc778ba56e4d6548c83020fb37effa5ee27781f934e34c36:02790000000300be01|027a00000006000300000001:027a000000050003020025|027b00000006000200000001:027b0000000400020101|027c0000000600050000ff00:027c00000003008502|027d0000001a0066189689b24522cd1185426c9cc7f2f9e3a82edbde68e937a9:027d0000000300e601|027e00000006000300080001:027e00000003008302|027f00000006000500000000:027f00000003008502|028000000006000200000001,02800000000400020101
027a00000006000300000001:027a000000050003020025|027b00000006000200000001:027b0000000400020101|027c0000000600050000ff00:027c00000003008502|027d0000001a0066189689b24522cd1185426c9cc7f2f9e3a82edbde68e937a9:027d0000000300e601|027e00000006000300080001:027e00000003008302|027f00000006000500000000:027f00000003008502|028000000006000200000001:02800000000400020101|028100000006000600000005,028100000006000600000005
027b00000006000200000001:027b0000000400020101|027c0000000600050000ff00:027c00000003008502|027d0000001a0066189689b24522cd1185426c9cc7f2f9e3a82edbde68e937a9:027d0000000300e601|027e00000006000300080001:027e00000003008302|027f00000006000500000000:027f00000003008502|028000000006000200000001:02800000000400020101|028100000006000600000005:028100000006000600000005|028200000006000300000001,0282000000050003020005
027c0000000600050000ff00:027c00000003008502|027d0000001a0066189689b24522cd1185426c9cc7f2f9e3a82edbde68e937a9:027d0000000300e601|027e00000006000300080001:027e00000003008302|027f00000006000500000000:027f00000003008502|028000000006000200000001:02800000000400020101|028100000006000600000005:028100000006000600000005|028200000006000300000001:0282000000050003020005|02830000001200ab4caf84d03e6161c3ba8a7c6212218051,02830000000300ab01
027d0000001a0066189689b24522cd1185426c9cc7f2f9e3a82edbde68e937a9:027d0000000300e601|027e00000006000300080001:027e00000003008302|027f00000006000500000000:027f00000003008502|028000000006000200000001:02800000000400020101|028100000006000600000005:028100000006000600000005|028200000006000300000001:0282000000050003020005|02830000001200ab4caf84d03e6161c3ba8a7c6212218051:02830000000300ab01|028400000006000300200001,028400000003008302
027e00000006000300080001:027e00000003008302|027f00000006000500000000:027f00000003008502|028000000006000200000001:02800000000400020101|028100000006000600000005:028100000006000600000005|028200000006000300000001:0282000000050003020005|02830000001200ab4caf84d03e6161c3ba8a7c6212218051:02830000000300ab01|028400000006000300200001:028400000003008302|028500000006000300000001,0285000000050003020005
027f00000006000500000000:027f00000003008502|028000000006000200000001:02800000000400020101|028100000006000600000005:028100000006000600000005|028200000006000300000001:0282000000050003020005|02830000001200ab4caf84d03e6161c3ba8a7c6212218051:02830000000300ab01|028400000006000300200001:028400000003008302|028500000006000300000001:0285000000050003020005|028600000006000200000001,02860000000400020100
028000000006000200000001:02800000000400020101|028100000006000600000005:028100000006000600000005|028200000006000300000001:0282000000050003020005|02830000001200ab4caf84d03e6161c3ba8a7c6212218051:02830000000300ab01|028400000006000300200001:028400000003008302|028500000006000300000001:0285000000050003020005|028600000006000200000001:02860000000400020100|028700000006000600000026,028700000006000600000026
028100000006000600000005:028100000006000600000005|028200000006000300000001:0282000000050003020005|02830000001200ab4caf84d03e6161c3ba8a7c6212218051:02830000000300ab01|028400000006000300200001:028400000003008302|028500000006000300000001:0285000000050003020005|028600000006000200000001:02860000000400020100|028700000006000600000026:028700000006000600000026|02880000000600050000ff00,028800000003008502
028200000006000300000001:0282000000050003020005|02830000001200ab4caf84d03e6161c3ba8a7c6212218051:02830000000300ab01|028400000006000300200001:028400000003008302|028500000006000300000001:0285000000050003020005|028600000006000200000001:02860000000400020100|028700000006000600000026:028700000006000600000026|02880000000600050000ff00:028800000003008502|028900000012008da88a81183e6dd881d18ce539d54abd98,028900000003008d01
02830000001200ab4caf84d03e6161c3ba8a7c6212218051:02830000000300ab01|028400000006000300200001:028400000003008302|028500000006000300000001:0285000000050003020005|028600000006000200000001:02860000000400020100|028700000006000600000026:028700000006000600000026|02880000000600050000ff00:028800000003008502|028900000012008da88a81183e6dd881d18ce539d54abd98:028900000003008d01|028a000000060005001d0000,028a00000003008502
028400000006000300200001:028400000003008302|028500000006000300000001:0285000000050003020005|028600000006000200000001:02860000000400020100|028700000006000600000026:028700000006000600000026|02880000000600050000ff00:028800000003008502|028900000012008da88a81183e6dd881d18ce539d54abd98:028900000003008d01|028a000000060005001d0000:028a00000003008502|028b00000006000200000001,028b0000000400020101
028500000006000300000001:0285000000050003020005|028600000006000200000001:02860000000400020100|028700000006000600000026:028700000006000600000026|02880000000600050000ff00:028800000003008502|028900000012008da88a81183e6dd881d18ce539d54abd98:028900000003008d01|028a000000060005001d0000:028a00000003008502|028b00000006000200000001:028b0000000400020101|028c0000000600060000002c,028c0000000600060000002c
028600000006000200000001:02860000000400020100|028700000006000600000026:028700000006000600000026|02880000000600050000ff00:028800000003008502|028900000012008da88a81183e6dd881d18ce539d54abd98:028900000003008d01|028a000000060005001d0000:028a00000003008502|028b00000006000200000001:028b0000000400020101|028c0000000600060000002c:028c0000000600060000002c|028d0000000600050000ff00,028d00000003008502
028700000006000600000026:028700000006000600000026|02880000000600050000ff00:028800000003008502|028900000012008da88a81183e6dd881d18ce539d54abd98:028900000003008d01|028a000000060005001d0000:028a00000003008502|028b00000006000200000001:028b0000000400020101|028c0000000600060000002c:028c0000000600060000002c|028d0000000600050000ff00:028d00000003008502|028e00000006000300000001,028e00000005000302002c
02880000000600050000ff00:028800000003008502|028900000012008da88a81183e6dd881d18ce539d54abd98:028900000003008d01|028a000000060005001d0000:028a00000003008502|028b00000006000200000001:028b0000000400020101|028c0000000600060000002c:028c0000000600060000002c|028d0000000600050000ff00:028d00000003008502|028e00000006000300000001:028e00000005000302002c|028f0000000600050000ff00,028f00000003008502
028900000012008da88a81183e6dd881d18ce539d54abd98:028900000003008d01|028a000000060005001d0000:028a00000003008502|028b00000006000200000001:028b0000000400020101|028c0000000600060000002c:028c0000000600060000002c|028d0000000600050000ff00:028d00000003008502|028e00000006000300000001:028e00000005000302002c|028f0000000600050000ff00:028f00000003008502|029000000006000600000001,029000000006000600000001
028a000000060005001d0000:028a00000003008502|028b00000006000200000001:028b0000000400020101|028c0000000600060000002c:028c0000000600060000002c|028d0000000600050000ff00:028d00000003008502|028e00000006000300000001:028e00000005000302002c|028f0000000600050000ff00:028f00000003008502|029000000006000600000001:029000000006000600000001|02910000001a00836fae11b994d1df55c58e94710798f51f5293914cf71fbb3c,029100000003008301
028b00000006000200000001:028b0000000400020101|028c0000000600060000002c:028c0000000600060000002c|028d0000000600050000ff00:028d00000003008502|028e00000006000300000001:028e00000005000302002c|028f0000000600050000ff00:028f00000003008502|029000000006000600000001:029000000006000600000001|02910000001a00836fae11b994d1df55c58e94710798f51f5293914cf71fbb3c:029100000003008301|029200000006000200160001,029200000003008202
028c0000000600060000002c:028c0000000600060000002c|028d0000000600050000ff00:028d00000003008502|028e00000006000300000001:028e00000005000302002c|028f0000000600050000ff00:028f00000003008502|029000000006000600000001:029000000006000600000001|02910000001a00836fae11b994d1df55c58e94710798f51f5293914cf71fbb3c:029100000003008301|029200000006000200160001:029200000003008202|029300000006000200000001,02930000000400020100
028d0000000600050000ff00:028d00000003008502|028e00000006000300000001:028e00000005000302002c|028f0000000600050000ff00:028f00000003008502|029000000006000600000001:029000000006000600000001|02910000001a00836fae11b994d1df55c58e94710798f51f5293914cf71fbb3c:029100000003008301|029200000006000200160001:029200000003008202|029300000006000200000001:02930000000400020100|029400000006000300000001,0294000000050003020001
028e00000006000300000001:028e00000005000302002c|028f0000000600050000ff00:028f00000003008502|029000000006000600000001:029000000006000600000001|02910000001a00836fae11b994d1df55c58e94710798f51f5293914cf71fbb3c:029100000003008301|029200000006000200160001:029200000003008202|029300000006000200000001:02930000000400020100|029400000006000300000001:0294000000050003020001|029500000006000500000000,029500000003008502
028f0000000600050000ff00:028f00000003008502|029000000006000600000001:029000000006000600000001|02910000001a00836fae11b994d1df55c58e94710798f51f5293914cf71fbb3c:029100000003008301|029200000006000200160001:029200000003008202|029300000006000200000001:02930000000400020100|029400000006000300000001:0294000000050003020001|029500000006000500000000:029500000003008502|02960000001a00509a41f99bf622bbe55b129914944115f2301f9d29e041758c,02960000000300d001
029000000006000600000001:029000000006000600000001|02910000001a00836fae11b994d1df55c58e94710798f51f5293914cf71fbb3c:029100000003008301|029200000006000200160001:029200000003008202|029300000006000200000001:02930000000400020100|029400000006000300000001:0294000000050003020001|029500000006000500000000:029500000003008502|02960000001a00509a41f99bf622bbe55b129914944115f2301f9d29e041758c:02960000000300d001|029700000006000500000000,029700000003008502
02910000001a00836fae11b994d1df55c58e94710798f51f5293914cf71fbb3c:029100000003008301|029200000006000200160001:029200000003008202|029300000006000200000001:02930000000400020100|029400000006000300000001:0294000000050003020001|029500000006000500000000:029500000003008502|02960000001a00509a41f99bf622bbe55b129914944115f2301f9d29e041758c:02960000000300d001|029700000006000500000000:029700000003008502|029800000006000300000001,0298000000050003020001
029200000006000200160001:029200000003008202|029300000006000200000001:02930000000400020100|029400000006000300000001:0294000000050003020001|029500000006000500000000:029500000003008502|02960000001a00509a41f99bf622bbe55b129914944115f2301f9d29e041758c:02960000000300d001|029700000006000500000000:029700000003008502|029800000006000300000001:0298000000050003020001|029900000006000200000001,02990000000400020100
029300000006000200000001:02930000000400020100|029400000006000300000001:0294000000050003020001|029500000006000500000000:029500000003008502|02960000001a00509a41f99bf622bbe55b129914944115f2301f9d29e041758c:02960000000300d001|029700000006000500000000:029700000003008502|029800000006000300000001:0298000000050003020001|029900000006000200000001:02990000000400020100|029a00000006000600000003,029a00000006000600000003
029400000006000300000001:0294000000050003020001|029500000006000500000000:029500000003008502|02960000001a00509a41f99bf622bbe55b129914944115f2301f9d29e041758c:02960000000300d001|029700000006000500000000:029700000003008502|029800000006000300000001:0298000000050003020001|029900000006000200000001:02990000000400020100|029a00000006000600000003:029a00000006000600000003|029b00000006000600000004,029b00000006000600000004
029500000006000500000000:029500000003008502|02960000001a00509a41f99bf622bbe55b129914944115f2301f9d29e041758c:02960000000300d001|029700000006000500000000:029700000003008502|029800000006000300000001:0298000000050003020001|029900000006000200000001:02990000000400020100|029a00000006000600000003:029a00000006000600000003|029b00000006000600000004:029b00000006000600000004|029c00000006000300000001,029c000000050003020004
02960000001a00509a41f99bf622bbe55b129914944115f2301f9d29e041758c:02960000000300d001|029700000006000500000000:029700000003008502|029800000006000300000001:0298000000050003020001|029900000006000200000001:02990000000400020100|029a00000006000600000003:029a00000006000600000003|029b00000006000600000004:029b00000006000600000004|029c00000006000300000001:029c000000050003020004|029d0000001a0071ce7da5bd40ba9d21ac90c632da406dc46494bf14e7a22fd3,029d0000000300f101
029700000006000500000000:029700000003008502|029800000006000300000001:0298000000050003020001|029900000006000200000001:02990000000400020100|029a00000006000600000003:029a00000006000600000003|029b00000006000600000004:029b00000006000600000004|029c00000006000300000001:029c000000050003020004|029d0000001a0071ce7da5bd40ba9d21ac90c632da406dc46494bf14e7a22fd3:029d0000000300f101|029e00000006000500000000,029e00000003008502
029800000006000300000001:0298000000050003020001|029900000006000200000001:02990000000400020100|029a00000006000600000003:029a00000006000600000003|029b00000006000600000004:029b00000006000600000004|029c00000006000300000001:029c000000050003020004|029d0000001a0071ce7da5bd40ba9d21ac90c632da406dc46494bf14e7a22fd3:029d0000000300f101|029e00000006000500000000:029e00000003008502|029f000000060006001c0026,029f00000003008602
029900000006000200000001:02990000000400020100|029a00000006000600000003:029a00000006000600000003|029b00000006000600000004:029b00000006000600000004|029c00000006000300000001:029c000000050003020004|029d0000001a0071ce7da5bd40ba9d21ac90c632da406dc46494bf14e7a22fd3:029d0000000300f101|029e00000006000500000000:029e00000003008502|029f000000060006001c0026:029f00000003008602|02a000000006000200000001,02a00000000400020100
029a00000006000600000003:029a00000006000600000003|029b00000006000600000004:029b00000006000600000004|029c00000006000300000001:029c000000050003020004|029d0000001a0071ce7da5bd40ba9d21ac90c632da406dc46494bf14e7a22fd3:029d0000000300f101|029e00000006000500000000:029e00000003008502|029f000000060006001c0026:029f00000003008602|02a000000006000200000001:02a00000000400020100|02a100000006000200000001,02a10000000400020100
029b00000006000600000004:029b00000006000600000004|029c00000006000300000001:029c000000050003020004|029d0000001a0071ce7da5bd40ba9d21ac90c632da406dc46494bf14e7a22fd3:029d0000000300f101|029e00000006000500000000:029e00000003008502|029f000000060006001c0026:029f00000003008602|02a000000006000200000001:02a00000000400020100|02a100000006000200000001:02a10000000400020100|02a200000006000500000000,02a200000003008502
029c00000006000300000001:029c000000050003020004|029d0000001a0071ce7da5bd40ba9d21ac90c632da406dc46494bf14e7a22fd3:029d0000000300f101|029e00000006000500000000:029e00000003008502|029f000000060006001c0026:029f00000003008602|02a000000006000200000001:02a00000000400020100|02a100000006000200000001:02a10000000400020100|02a200000006000500000000:02a200000003008502|02a300000006000300260001,02a300000003008302
029d0000001a0071ce7da5bd40ba9d21ac90c632da406dc46494bf14e7a22fd3:029d0000000300f101|029e00000006000500000000:029e00000003008502|029f000000060006001c0026:029f00000003008602|02a000000006000200000001:02a00000000400020100|02a100000006000200000001:02a10000000400020100|02a200000006000500000000:02a200000003008502|02a300000006000300260001:02a300000003008302|02a400000012007deb82d301d7d89257cffe6083831c3edd,02a40000000300fd01
029e00000006000500000000:029e00000003008502|029f000000060006001c0026:029f00000003008602|02a000000006000200000001:02a00000000400020100|02a100000006000200000001:02a10000000400020100|02a200000006000500000000:02a200000003008502|02a300000006000300260001:02a300000003008302|02a400000012007deb82d301d7d89257cffe6083831c3edd:02a40000000300fd01|02a500000006000300000001,02a5000000050003020004
029f000000060006001c0026:029f00000003008602|02a000000006000200000001:02a00000000400020100|02a100000006000200000001:02a10000000400020100|02a200000006000500000000:02a200000003008502|02a300000006000300260001:02a300000003008302|02a400000012007deb82d301d7d89257cffe6083831c3edd:02a40000000300fd01|02a500000006000300000001:02a5000000050003020004|02a600000006000600000011,02a600000006000600000011
02a000000006000200000001:02a00000000400020100|02a100000006000200000001:02a10000000400020100|02a200000006000500000000:02a200000003008502|02a300000006000300260001:02a300000003008302|02a400000012007deb82d301d7d89257cffe6083831c3edd:02a40000000300fd01|02a500000006000300000001:02a5000000050003020004|02a600000006000600000011:02a600000006000600000011|02a700000022009a4d4a869de6273f8f1405b5c67d005fa399da2774add9f8ec28a51adf9bda1867,02a700000003009a01
02a100000006000200000001:02a10000000400020100|02a200000006000500000000:02a200000003008502|02a300000006000300260001:02a300000003008302|02a400000012007deb82d301d7d89257cffe6083831c3edd:02a40000000300fd01|02a500000006000300000001:02a5000000050003020004|02a600000006000600000011:02a600000006000600000011|02a700000022009a4d4a869de6273f8f1405b5c67d005fa399da2774add9f8ec28a51adf9bda1867:02a700000003009a01|02a800000006000500000000,02a800000003008502
02a200000006000500000000:02a200000003008502|02a300000006000300260001:02a300000003008302|02a400000012007deb82d301d7d89257cffe6083831c3edd:02a40000000300fd01|02a500000006000300000001:02a5000000050003020004|02a600000006000600000011:02a600000006000600000011|02a700000022009a4d4a869de6273f8f1405b5c67d005fa399da2774add9f8ec28a51adf9bda1867:02a700000003009a01|02a800000006000500000000:02a800000003008502|02a900000006000200000001,02a90000000400020100
02a300000006000300260001:02a300000003008302|02a400000012007deb82d301d7d89257cffe6083831c3edd:02a40000000300fd01|02a500000006000300000001:02a5000000050003020004|02a600000006000600000011:02a600000006000600000011|02a700000022009a4d4a869de6273f8f1405b5c67d005fa399da2774add9f8ec28a51adf9bda1867:02a700000003009a01|02a800000006000500000000:02a800000003008502|02a900000006000200000001:02a90000000400020100|02aa00000006000500230000,02aa00000003008502
02a400000012007deb82d301d7d89257cffe6083831c3edd:02a40000000300fd01|02a500000006000300000001:02a5000000050003020004|02a600000006000600000011:02a600000006000600000011|02a700000022009a4d4a869de6273f8f1405b5c67d005fa399da2774add9f8ec28a51adf9bda1867:02a700000003009a01|02a800000006000500000000:02a800000003008502|02a900000006000200000001:02a90000000400020100|02aa00000006000500230000:02aa00000003008502|02ab00000006000600000030,02ab00000006000600000030
02a500000006000300000001:02a5000000050003020004|02a600000006000600000011:02a600000006000600000011|02a700000022009a4d4a869de6273f8f1405b5c67d005fa399da2774add9f8ec28a51adf9bda1867:02a700000003009a01|02a800000006000500000000:02a800000003008502|02a900000006000200000001:02a90000000400020100|02aa00000006000500230000:02aa00000003008502|02ab00000006000600000030:02ab00000006000600000030|02ac00000006000300000001,02ac000000050003020030
02a600000006000600000011:02a600000006000600000011|02a700000022009a4d4a869de6273f8f1405b5c67d005fa399da2774add9f8ec28a51adf9bda1867:02a700000003009a01|02a800000006000500000000:02a800000003008502|02a900000006000200000001:02a90000000400020100|02aa00000006000500230000:02aa00000003008502|02ab00000006000600000030:02ab00000006000600000030|02ac00000006000300000001:02ac000000050003020030|02ad00000006000200000001,02ad0000000400020101
02a700000022009a4d4a869de6273f8f1405b5c67d005fa399da2774add9f8ec28a51adf9bda1867:02a700000003009a01|02a800000006000500000000:02a800000003008502|02a900000006000200000001:02a90000000400020100|02aa00000006000500230000:02aa00000003008502|02ab00000006000600000030:02ab00000006000600000030|02ac00000006000300000001:02ac000000050003020030|02ad00000006000200000001:02ad0000000400020101|02ae00000006000200020001,02ae00000003008202
02a800000006000500000000:02a800000003008502|02a900000006000200000001:02a90000000400020100|02aa00000006000500230000:02aa00000003008502|02ab00000006000600000030:02ab00000006000600000030|02ac00000006000300000001:02ac000000050003020030|02ad00000006000200000001:02ad0000000400020101|02ae00000006000200020001:02ae00000003008202|02af0000001a00fb9e791e1c9439d0a7556bff8a0e342a12075639a87fdc01ee,02af0000000300fb01
02a900000006000200000001:02a90000000400020100|02aa00000006000500230000:02aa00000003008502|02ab00000006000600000030:02ab00000006000600000030|02ac00000006000300000001:02ac000000050003020030|02ad00000006000200000001:02ad0000000400020101|02ae00000006000200020001:02ae00000003008202|02af0000001a00fb9e791e1c9439d0a7556bff8a0e342a12075639a87fdc01ee:02af0000000300fb01|02b000000006000600000009,02b000000006000600000009
02aa00000006000500230000:02aa00000003008502|02ab00000006000600000030:02ab00000006000600000030|02ac00000006000300000001:02ac000000050003020030|02ad00000006000200000001:02ad0000000400020101|02ae00000006000200020001:02ae00000003008202|02af0000001a00fb9e791e1c9439d0a7556bff8a0e342a12075639a87fdc01ee:02af0000000300fb01|02b000000006000600000009:02b000000006000600000009|02b100000006000500000000,02b100000003008502
02ab00000006000600000030:02ab00000006000600000030|02ac00000006000300000001:02ac000000050003020030|02ad00000006000200000001:02ad0000000400020101|02ae00000006000200020001:02ae00000003008202|02af0000001a00fb9e791e1c9439d0a7556bff8a0e342a12075639a87fdc01ee:02af0000000300fb01|02b000000006000600000009:02b000000006000600000009|02b100000006000500000000:02b100000003008502|02b200000006000300000001,02b2000000050003020009
02ac00000006000300000001:02ac000000050003020030|02ad00000006000200000001:02ad0000000400020101|02ae00000006000200020001:02ae00000003008202|02af0000001a00fb9e791e1c9439d0a7556bff8a0e342a12075639a87fdc01ee:02af0000000300fb01|02b000000006000600000009:02b000000006000600000009|02b100000006000500000000:02b100000003008502|02b200000006000300000001:02b2000000050003020009|02b30000000600060000001c,02b30000000600060000001c
02ad00000006000200000001:02ad0000000400020101|02ae00000006000200020001:02ae00000003008202|02af0000001a00fb9e791e1c9439d0a7556bff8a0e342a12075639a87fdc01ee:02af0000000300fb01|02b000000006000600000009:02b000000006000600000009|02b100000006000500000000:02b100000003008502|02b200000006000300000001:02b2000000050003020009|02b30000000600060000001c:02b30000000600060000001c|02b40000000600050000ff00,02b400000003008502
02ae00000006000200020001:02ae00000003008202|02af0000001a00fb9e791e1c9439d0a7556bff8a0e342a12075639a87fdc01ee:02af0000000300fb01|02b000000006000600000009:02b000000006000600000009|02b100000006000500000000:02b100000003008502|02b200000006000300000001:02b2000000050003020009|02b30000000600060000001c:02b30000000600060000001c|02b40000000600050000ff00:02b400000003008502|02b500000006000200000001,02b50000000400020101
02af0000001a00fb9e791e1c9439d0a7556bff8a0e342a12075639a87fdc01ee:02af0000000300fb01|02b000000006000600000009:02b000000006000600000009|02b100000006000500000000:02b100000003008502|02b200000006000300000001:02b2000000050003020009|02b30000000600060000001c:02b30000000600060000001c|02b40000000600050000ff00:02b400000003008502|02b500000006000200000001:02b50000000400020101|02b600000006000300000001,02b600000005000302001c
02b000000006000600000009:02b000000006000600000009|02b100000006000500000000:02b100000003008502|02b200000006000300000001:02b2000000050003020009|02b30000000600060000001c:02b30000000600060000001c|02b40000000600050000ff00:02b400000003008502|02b500000006000200000001:02b50000000400020101|02b600000006000300000001:02b600000005000302001c|02b7000000220087d12b26d2539bff11f3bcf3525da41746b4d92a1d1e1862984b7e2a826aad7032,02b700000003008701
02b100000006000500000000:02b100000003008502|02b200000006000300000001:02b2000000050003020009|02b30000000600060000001c:02b30000000600060000001c|02b40000000600050000ff00:02b400000003008502|02b500000006000200000001:02b50000000400020101|02b600000006000300000001:02b600000005000302001c|02b7000000220087d12b26d2539bff11f3bcf3525da41746b4d92a1d1e1862984b7e2a826aad7032:02b700000003008701|02b8000000060003002c0001,02b800000003008302
02b200000006000300000001:02b2000000050003020009|02b30000000600060000001c:02b30000000600060000001c|02b40000000600050000ff00:02b400000003008502|02b500000006000200000001:02b50000000400020101|02b600000006000300000001:02b600000005000302001c|02b7000000220087d12b26d2539bff11f3bcf3525da41746b4d92a1d1e1862984b7e2a826aad7032:02b700000003008701|02b8000000060003002c0001:02b800000003008302|02b900000006000300040001,02b900000003008302
02b30000000600060000001c:02b30000000600060000001c|02b40000000600050000ff00:02b400000003008502|02b500000006000200000001:02b50000000400020101|02b600000006000300000001:02b600000005000302001c|02b7000000220087d12b26d2539bff11f3bcf3525da41746b4d92a1d1e1862984b7e2a826aad7032:02b700000003008701|02b8000000060003002c0001:02b800000003008302|02b900000006000300040001:02b900000003008302|02ba00000006000500000000,02ba00000003008502
02b40000000600050000ff00:02b400000003008502|02b500000006000200000001:02b50000000400020101|02b600000006000300000001:02b600000005000302001c|02b7000000220087d12b26d2539bff11f3bcf3525da41746b4d92a1d1e1862984b7e2a826aad7032:02b700000003008701|02b8000000060003002c0001:02b800000003008302|02b900000006000300040001:02b900000003008302|02ba00000006000500000000:02ba00000003008502|02bb0000001a0012dc89cc68c22c67797e87da2268e31a205288e7b8533df4e4,02bb00000003009201
02b500000006000200000001:02b50000000400020101|02b600000006000300000001:02b600000005000302001c|02b7000000220087d12b26d2539bff11f3bcf3525da41746b4d92a1d1e1862984b7e2a826aad7032:02b700000003008701|02b8000000060003002c0001:02b800000003008302|02b900000006000300040001:02b900000003008302|02ba00000006000500000000:02ba00000003008502|02bb0000001a0012dc89cc68c22c67797e87da2268e31a205288e7b8533df4e4:02bb00000003009201|02bc0000000600060000002a,02bc0000000600060000002a
02b600000006000300000001:02b600000005000302001c|02b7000000220087d12b26d2539bff11f3bcf3525da41746b4d92a1d1e1862984b7e2a826aad7032:02b700000003008701|02b8000000060003002c0001:02b800000003008302|02b900000006000300040001:02b900000003008302|02ba00000006000500000000:02ba00000003008502|02bb0000001a0012dc89cc68c22c67797e87da2268e31a205288e7b8533df4e4:02bb00000003009201|02bc0000000600060000002a:02bc0000000600060000002a|02bd00000006000200000001,02bd0000000400020101
02b7000000220087d12b26d2539bff11f3bcf3525da41746b4d92a1d1e1862984b7e2a826aad7032:02b700000003008701|02b8000000060003002c0001:02b800000003008302|02b900000006000300040001:02b900000003008302|02ba00000006000500000000:02ba00000003008502|02bb0000001a0012dc89cc68c22c67797e87da2268e31a205288e7b8533df4e4:02bb00000003009201|02bc0000000600060000002a:02bc0000000600060000002a|02bd00000006000200000001:02bd0000000400020101|02be00000006000300000001,02be00000005000302002a
02b8000000060003002c0001:02b800000003008302|02b900000006000300040001:02b900000003008302|02ba00000006000500000000:02ba00000003008502|02bb0000001a0012dc89cc68c22c67797e87da2268e31a205288e7b8533df4e4:02bb00000003009201|02bc0000000600060000002a:02bc0000000600060000002a|02bd00000006000200000001:02bd0000000400020101|02be00000006000300000001:02be00000005000302002a|02bf00000006000300000001,02bf00000005000302002a
02b900000006000300040001:02b900000003008302|02ba00000006000500000000:02ba00000003008502|02bb0000001a0012dc89cc68c22c67797e87da2268e31a205288e7b8533df4e4:02bb00000003009201|02bc0000000600060000002a:02bc0000000600060000002a|02bd00000006000200000001:02bd0000000400020101|02be00000006000300000001:02be00000005000302002a|02bf00000006000300000001:02bf00000005000302002a|02c000000006000200000001,02c00000000400020101
02ba00000006000500000000:02ba00000003008502|02bb0000001a0012dc89cc68c22c67797e87da2268e31a205288e7b8533df4e4:02bb00000003009201|02bc0000000600060000002a:02bc0000000600060000002a|02bd00000006000200000001:02bd0000000400020101|02be00000006000300000001:02be00000005000302002a|02bf00000006000300000001:02bf00000005000302002a|02c000000006000200000001:02c00000000400020101|02c10000000600060000001c,02c10000000600060000001c
